1,850.6262
2,146.6110
3,51.3599
4,54.3544
5,65.6348
6,52.6164
7,53.9358
8,44.5605
9,43.0963
10,30.5665
11,30.5608
12,22.5140
13,34.3333
14,23.0991
15,24.6649
16,34.4483
17,28.8269
18,21.7121
19,29.6169
20,21.7246
21,26.2697
22,18.9388
23,12.4577
24,19.8462
25,18.7848
26,27.4193
27,20.6906
28,22.5957
29,16.1672
30,18.0020
31,13.2310
32,31.3562
33,18.0061
34,11.0165
35,19.1013
36,14.0402
37,21.4653
38,15.1511
39,9.5827
40,9.4892
